0.0000e+00,1.1841e+00
1.0000e+00,1.0621e+00
2.0000e+00,1.0425e+00
3.0000e+00,1.0454e+00
4.0000e+00,9.9880e-01
5.0000e+00,9.6781e-01
6.0000e+00,9.8183e-01
7.0000e+00,9.9799e-01
8.0000e+00,9.8676e-01
9.0000e+00,9.6810e-01
1.0000e+01,9.6579e-01
1.1000e+01,9.7478e-01
1.2000e+01,9.7591e-01
1.3000e+01,9.6664e-01
1.4000e+01,9.6006e-01
1.5000e+01,9.6310e-01
1.6000e+01,9.6747e-01
1.7000e+01,9.6386e-01
1.8000e+01,9.5498e-01
1.9000e+01,9.4926e-01
2.0000e+01,9.4915e-01
2.1000e+01,9.4979e-01
2.2000e+01,9.4717e-01
2.3000e+01,9.4315e-01
2.4000e+01,9.4165e-01
2.5000e+01,9.4286e-01
2.6000e+01,9.4330e-01
2.7000e+01,9.4097e-01
2.8000e+01,9.3784e-01
2.9000e+01,9.3669e-01
3.0000e+01,9.3723e-01
3.1000e+01,9.3698e-01
3.2000e+01,9.3504e-01
3.3000e+01,9.3309e-01
3.4000e+01,9.3242e-01
3.5000e+01,9.3201e-01
3.6000e+01,9.3040e-01
3.7000e+01,9.2817e-01
3.8000e+01,9.2691e-01
3.9000e+01,9.2663e-01
4.0000e+01,9.2595e-01
4.1000e+01,9.2459e-01
4.2000e+01,9.2363e-01
4.3000e+01,9.2338e-01
4.4000e+01,9.2287e-01
4.5000e+01,9.2175e-01
4.6000e+01,9.2091e-01
4.7000e+01,9.2062e-01
4.8000e+01,9.2007e-01
4.9000e+01,9.1908e-01
5.0000e+01,9.1837e-01
5.1000e+01,9.1802e-01
5.2000e+01,9.1745e-01
5.3000e+01,9.1677e-01
5.4000e+01,9.1648e-01
5.5000e+01,9.1631e-01
5.6000e+01,9.1589e-01
5.7000e+01,9.1552e-01
5.8000e+01,9.1540e-01
5.9000e+01,9.1519e-01
6.0000e+01,9.1488e-01
6.1000e+01,9.1474e-01
6.2000e+01,9.1464e-01
6.3000e+01,9.1439e-01
6.4000e+01,9.1423e-01
6.5000e+01,9.1416e-01
6.6000e+01,9.1395e-01
6.7000e+01,9.1369e-01
6.8000e+01,9.1350e-01
6.9000e+01,9.1324e-01
7.0000e+01,9.1293e-01
7.1000e+01,9.1269e-01
7.2000e+01,9.1245e-01
7.3000e+01,9.1218e-01
7.4000e+01,9.1198e-01
7.5000e+01,9.1181e-01
7.6000e+01,9.1162e-01
7.7000e+01,9.1146e-01
7.8000e+01,9.1132e-01
7.9000e+01,9.1114e-01
8.0000e+01,9.1097e-01
8.1000e+01,9.1082e-01
8.2000e+01,9.1066e-01
8.3000e+01,9.1050e-01
8.4000e+01,9.1038e-01
8.5000e+01,9.1026e-01
8.6000e+01,9.1016e-01
8.7000e+01,9.1008e-01
8.8000e+01,9.1000e-01
8.9000e+01,9.0992e-01
9.0000e+01,9.0985e-01
9.1000e+01,9.0979e-01
9.2000e+01,9.0972e-01
9.3000e+01,9.0966e-01
9.4000e+01,9.0961e-01
9.5000e+01,9.0956e-01
9.6000e+01,9.0951e-01
9.7000e+01,9.0947e-01
9.8000e+01,9.0941e-01
9.9000e+01,9.0936e-01
1.0000e+02,9.0931e-01
1.0100e+02,9.0925e-01
1.0200e+02,9.0920e-01
1.0300e+02,9.0915e-01
1.0400e+02,9.0909e-01
1.0500e+02,9.0904e-01
1.0600e+02,9.0898e-01
1.0700e+02,9.0893e-01
1.0800e+02,9.0888e-01
1.0900e+02,9.0882e-01
1.1000e+02,9.0877e-01
1.1100e+02,9.0872e-01
1.1200e+02,9.0867e-01
1.1300e+02,9.0863e-01
1.1400e+02,9.0858e-01
1.1500e+02,9.0854e-01
1.1600e+02,9.0849e-01
1.1700e+02,9.0845e-01
1.1800e+02,9.0840e-01
1.1900e+02,9.0836e-01
1.2000e+02,9.0832e-01
1.2100e+02,9.0828e-01
1.2200e+02,9.0823e-01
1.2300e+02,9.0819e-01
1.2400e+02,9.0815e-01
1.2500e+02,9.0810e-01
1.2600e+02,9.0806e-01
1.2700e+02,9.0802e-01
1.2800e+02,9.0797e-01
1.2900e+02,9.0793e-01
1.3000e+02,9.0789e-01
1.3100e+02,9.0784e-01
1.3200e+02,9.0780e-01
1.3300e+02,9.0776e-01
1.3400e+02,9.0771e-01
1.3500e+02,9.0767e-01
1.3600e+02,9.0763e-01
1.3700e+02,9.0758e-01
1.3800e+02,9.0754e-01
1.3900e+02,9.0750e-01
1.4000e+02,9.0745e-01
1.4100e+02,9.0741e-01
1.4200e+02,9.0737e-01
1.4300e+02,9.0732e-01
1.4400e+02,9.0728e-01
1.4500e+02,9.0723e-01
1.4600e+02,9.0719e-01
1.4700e+02,9.0715e-01
1.4800e+02,9.0710e-01
1.4900e+02,9.0706e-01
1.5000e+02,9.0701e-01
1.5100e+02,9.0697e-01
1.5200e+02,9.0692e-01
1.5300e+02,9.0688e-01
1.5400e+02,9.0683e-01
1.5500e+02,9.0679e-01
1.5600e+02,9.0674e-01
1.5700e+02,9.0669e-01
1.5800e+02,9.0665e-01
1.5900e+02,9.0660e-01
1.6000e+02,9.0655e-01
1.6100e+02,9.0651e-01
1.6200e+02,9.0646e-01
1.6300e+02,9.0641e-01
1.6400e+02,9.0636e-01
1.6500e+02,9.0632e-01
1.6600e+02,9.0627e-01
1.6700e+02,9.0622e-01
1.6800e+02,9.0617e-01
1.6900e+02,9.0612e-01
1.7000e+02,9.0607e-01
1.7100e+02,9.0602e-01
1.7200e+02,9.0597e-01
1.7300e+02,9.0592e-01
1.7400e+02,9.0587e-01
1.7500e+02,9.0582e-01
1.7600e+02,9.0577e-01
1.7700e+02,9.0572e-01
1.7800e+02,9.0567e-01
1.7900e+02,9.0561e-01
1.8000e+02,9.0556e-01
1.8100e+02,9.0551e-01
1.8200e+02,9.0545e-01
1.8300e+02,9.0540e-01
1.8400e+02,9.0534e-01
1.8500e+02,9.0529e-01
1.8600e+02,9.0523e-01
1.8700e+02,9.0517e-01
1.8800e+02,9.0512e-01
1.8900e+02,9.0506e-01
1.9000e+02,9.0500e-01
1.9100e+02,9.0494e-01
1.9200e+02,9.0488e-01
1.9300e+02,9.0482e-01
1.9400e+02,9.0476e-01
1.9500e+02,9.0470e-01
1.9600e+02,9.0464e-01
1.9700e+02,9.0457e-01
1.9800e+02,9.0451e-01
1.9900e+02,9.0445e-01
2.0000e+02,9.0438e-01
2.0100e+02,9.0431e-01
2.0200e+02,9.0425e-01
2.0300e+02,9.0418e-01
2.0400e+02,9.0411e-01
2.0500e+02,9.0404e-01
2.0600e+02,9.0397e-01
2.0700e+02,9.0390e-01
2.0800e+02,9.0383e-01
2.0900e+02,9.0375e-01
2.1000e+02,9.0368e-01
2.1100e+02,9.0360e-01
2.1200e+02,9.0353e-01
2.1300e+02,9.0345e-01
2.1400e+02,9.0337e-01
2.1500e+02,9.0329e-01
2.1600e+02,9.0321e-01
2.1700e+02,9.0313e-01
2.1800e+02,9.0304e-01
2.1900e+02,9.0296e-01
2.2000e+02,9.0287e-01
2.2100e+02,9.0278e-01
2.2200e+02,9.0270e-01
2.2300e+02,9.0261e-01
2.2400e+02,9.0251e-01
2.2500e+02,9.0242e-01
2.2600e+02,9.0232e-01
2.2700e+02,9.0223e-01
2.2800e+02,9.0213e-01
2.2900e+02,9.0203e-01
2.3000e+02,9.0193e-01
2.3100e+02,9.0183e-01
2.3200e+02,9.0172e-01
2.3300e+02,9.0161e-01
2.3400e+02,9.0151e-01
2.3500e+02,9.0140e-01
2.3600e+02,9.0129e-01
2.3700e+02,9.0117e-01
2.3800e+02,9.0106e-01
2.3900e+02,9.0094e-01
2.4000e+02,9.0082e-01
2.4100e+02,9.0070e-01
2.4200e+02,9.0058e-01
2.4300e+02,9.0045e-01
2.4400e+02,9.0033e-01
2.4500e+02,9.0020e-01
2.4600e+02,9.0007e-01
2.4700e+02,8.9994e-01
2.4800e+02,8.9981e-01
2.4900e+02,8.9968e-01
2.5000e+02,8.9954e-01
2.5100e+02,8.9940e-01
2.5200e+02,8.9926e-01
2.5300e+02,8.9912e-01
2.5400e+02,8.9898e-01
2.5500e+02,8.9884e-01
2.5600e+02,8.9870e-01
2.5700e+02,8.9855e-01
2.5800e+02,8.9841e-01
2.5900e+02,8.9826e-01
2.6000e+02,8.9811e-01
2.6100e+02,8.9796e-01
2.6200e+02,8.9782e-01
2.6300e+02,8.9767e-01
2.6400e+02,8.9752e-01
2.6500e+02,8.9737e-01
2.6600e+02,8.9722e-01
2.6700e+02,8.9707e-01
2.6800e+02,8.9692e-01
2.6900e+02,8.9677e-01
2.7000e+02,8.9663e-01
2.7100e+02,8.9648e-01
2.7200e+02,8.9633e-01
2.7300e+02,8.9618e-01
2.7400e+02,8.9604e-01
2.7500e+02,8.9589e-01
2.7600e+02,8.9575e-01
2.7700e+02,8.9560e-01
2.7800e+02,8.9546e-01
2.7900e+02,8.9531e-01
2.8000e+02,8.9517e-01
2.8100e+02,8.9502e-01
2.8200e+02,8.9488e-01
2.8300e+02,8.9473e-01
2.8400e+02,8.9459e-01
2.8500e+02,8.9444e-01
2.8600e+02,8.9429e-01
2.8700e+02,8.9414e-01
2.8800e+02,8.9398e-01
2.8900e+02,8.9382e-01
2.9000e+02,8.9366e-01
2.9100e+02,8.9350e-01
2.9200e+02,8.9333e-01
2.9300e+02,8.9316e-01
2.9400e+02,8.9298e-01
2.9500e+02,8.9280e-01
2.9600e+02,8.9261e-01
2.9700e+02,8.9242e-01
2.9800e+02,8.9221e-01
2.9900e+02,8.9200e-01
3.0000e+02,8.9178e-01
3.0100e+02,8.9156e-01
3.0200e+02,8.9132e-01
3.0300e+02,8.9107e-01
3.0400e+02,8.9081e-01
3.0500e+02,8.9053e-01
3.0600e+02,8.9024e-01
3.0700e+02,8.8994e-01
3.0800e+02,8.8962e-01
3.0900e+02,8.8928e-01
3.1000e+02,8.8893e-01
3.1100e+02,8.8855e-01
3.1200e+02,8.8815e-01
3.1300e+02,8.8772e-01
3.1400e+02,8.8726e-01
3.1500e+02,8.8678e-01
3.1600e+02,8.8625e-01
3.1700e+02,8.8570e-01
3.1800e+02,8.8510e-01
3.1900e+02,8.8445e-01
3.2000e+02,8.8376e-01
3.2100e+02,8.8301e-01
3.2200e+02,8.8220e-01
3.2300e+02,8.8132e-01
3.2400e+02,8.8036e-01
3.2500e+02,8.7933e-01
3.2600e+02,8.7820e-01
3.2700e+02,8.7697e-01
3.2800e+02,8.7563e-01
3.2900e+02,8.7420e-01
3.3000e+02,8.7294e-01
3.3100e+02,8.7388e-01
3.3200e+02,8.8623e-01
3.3300e+02,9.1462e-01
3.3400e+02,8.9550e-01
3.3500e+02,8.6693e-01
3.3600e+02,8.9458e-01
3.3700e+02,8.6831e-01
3.3800e+02,8.7696e-01
3.3900e+02,8.7157e-01
3.4000e+02,8.6540e-01
3.4100e+02,8.6993e-01
3.4200e+02,8.5867e-01
3.4300e+02,8.6552e-01
3.4400e+02,8.5381e-01
3.4500e+02,8.6031e-01
3.4600e+02,8.4929e-01
3.4700e+02,8.5455e-01
3.4800e+02,8.4474e-01
3.4900e+02,8.4853e-01
3.5000e+02,8.3974e-01
3.5100e+02,8.4203e-01
3.5200e+02,8.3439e-01
3.5300e+02,8.3496e-01
3.5400e+02,8.2854e-01
3.5500e+02,8.2688e-01
3.5600e+02,8.2247e-01
3.5700e+02,8.1821e-01
3.5800e+02,8.1520e-01
3.5900e+02,8.1005e-01
3.6000e+02,8.0554e-01
3.6100e+02,8.0225e-01
3.6200e+02,7.9704e-01
3.6300e+02,7.9082e-01
3.6400e+02,7.8812e-01
3.6500e+02,7.8505e-01
3.6600e+02,7.7970e-01
3.6700e+02,7.7439e-01
3.6800e+02,7.6929e-01
