-6.9081e-02,-7.6908e-02,-7.0443e-02,-5.4839e-02,-3.5885e-02,-1.7546e-02,-1.3100e-03,1.3145e-02,2.6826e-02,4.0620e-02,5.4987e-02,6.9989e-02,8.5445e-02,1.0108e-01,1.1664e-01,1.3191e-01,1.4676e-01,1.6110e-01,1.7491e-01,1.8816e-01,2.0088e-01,2.1308e-01,2.2481e-01,2.3610e-01,2.4699e-01,2.5752e-01,2.6773e-01,2.7766e-01,2.8734e-01,2.9681e-01,3.0609e-01,3.1521e-01,3.2417e-01,3.3301e-01,3.4173e-01,3.5034e-01,3.5886e-01,3.6727e-01,3.7560e-01,3.8383e-01,3.9198e-01,4.0003e-01,4.0799e-01,4.1585e-01,4.2361e-01,4.3128e-01,4.3883e-01,4.4629e-01,4.5363e-01,4.6085e-01,4.6797e-01,4.7496e-01,4.8183e-01,4.8858e-01,4.9520e-01,5.0170e-01,5.0806e-01,5.1430e-01,5.2040e-01,5.2637e-01,5.3221e-01,5.3791e-01,5.4348e-01,5.4892e-01,5.5421e-01,5.5938e-01,5.6441e-01,5.6930e-01,5.7407e-01,5.7870e-01,5.8320e-01,5.8757e-01,5.9182e-01,5.9594e-01,5.9993e-01,6.0381e-01,6.0756e-01,6.1120e-01,6.1472e-01,6.1813e-01,6.2142e-01,6.2462e-01,6.2770e-01,6.3068e-01,6.3357e-01,6.3636e-01,6.3905e-01,6.4165e-01,6.4416e-01,6.4659e-01,6.4893e-01,6.5119e-01,6.5337e-01,6.5548e-01,6.5751e-01,6.5947e-01,6.6136e-01,6.6319e-01,6.6495e-01,6.6664e-01
-6.2065e-02,-8.2782e-02,-8.7950e-02,-7.9702e-02,-6.3733e-02,-4.5455e-02,-2.7986e-02,-1.2098e-02,2.7904e-03,1.7570e-02,3.2845e-02,4.8799e-02,6.5294e-02,8.2044e-02,9.8746e-02,1.1515e-01,1.3109e-01,1.4647e-01,1.6123e-01,1.7536e-01,1.8887e-01,2.0179e-01,2.1415e-01,2.2600e-01,2.3737e-01,2.4831e-01,2.5887e-01,2.6908e-01,2.7898e-01,2.8862e-01,2.9802e-01,3.0721e-01,3.1623e-01,3.2508e-01,3.3380e-01,3.4239e-01,3.5087e-01,3.5924e-01,3.6752e-01,3.7571e-01,3.8381e-01,3.9183e-01,3.9976e-01,4.0761e-01,4.1537e-01,4.2305e-01,4.3063e-01,4.3812e-01,4.4551e-01,4.5280e-01,4.5999e-01,4.6707e-01,4.7404e-01,4.8089e-01,4.8763e-01,4.9425e-01,5.0075e-01,5.0713e-01,5.1338e-01,5.1950e-01,5.2549e-01,5.3136e-01,5.3709e-01,5.4268e-01,5.4815e-01,5.5348e-01,5.5867e-01,5.6373e-01,5.6866e-01,5.7346e-01,5.7812e-01,5.8265e-01,5.8706e-01,5.9133e-01,5.9548e-01,5.9950e-01,6.0341e-01,6.0719e-01,6.1085e-01,6.1440e-01,6.1783e-01,6.2115e-01,6.2437e-01,6.2747e-01,6.3048e-01,6.3338e-01,6.3619e-01,6.3890e-01,6.4152e-01,6.4405e-01,6.4649e-01,6.4885e-01,6.5112e-01,6.5332e-01,6.5544e-01,6.5748e-01,6.5946e-01,6.6136e-01,6.6319e-01,6.6496e-01
-4.6220e-02,-7.7132e-02,-9.5792e-02,-9.8823e-02,-8.9421e-02,-7.3524e-02,-5.5980e-02,-3.9097e-02,-2.3140e-02,-7.4636e-03,8.6123e-03,2.5412e-02,4.2887e-02,6.0757e-02,7.8678e-02,9.6341e-02,1.1352e-01,1.3008e-01,1.4595e-01,1.6111e-01,1.7557e-01,1.8934e-01,2.0247e-01,2.1500e-01,2.2697e-01,2.3843e-01,2.4943e-01,2.6001e-01,2.7022e-01,2.8010e-01,2.8968e-01,2.9901e-01,3.0812e-01,3.1703e-01,3.2576e-01,3.3435e-01,3.4281e-01,3.5115e-01,3.5938e-01,3.6752e-01,3.7557e-01,3.8355e-01,3.9144e-01,3.9925e-01,4.0699e-01,4.1466e-01,4.2224e-01,4.2975e-01,4.3717e-01,4.4450e-01,4.5175e-01,4.5890e-01,4.6595e-01,4.7290e-01,4.7975e-01,4.8649e-01,4.9311e-01,4.9962e-01,5.0601e-01,5.1228e-01,5.1843e-01,5.2445e-01,5.3034e-01,5.3610e-01,5.4173e-01,5.4723e-01,5.5260e-01,5.5783e-01,5.6293e-01,5.6789e-01,5.7273e-01,5.7743e-01,5.8200e-01,5.8643e-01,5.9074e-01,5.9493e-01,5.9898e-01,6.0292e-01,6.0673e-01,6.1042e-01,6.1400e-01,6.1746e-01,6.2081e-01,6.2405e-01,6.2718e-01,6.3021e-01,6.3314e-01,6.3597e-01,6.3870e-01,6.4134e-01,6.4389e-01,6.4635e-01,6.4872e-01,6.5101e-01,6.5323e-01,6.5536e-01,6.5742e-01,6.5940e-01,6.6132e-01,6.6317e-01
-2.7251e-02,-6.1612e-02,-9.1605e-02,-1.0844e-01,-1.0980e-01,-9.9701e-02,-8.4079e-02,-6.7132e-02,-5.0477e-02,-3.4073e-02,-1.7345e-02,1.3964e-04,1.8455e-02,3.7370e-02,5.6511e-02,7.5500e-02,9.4039e-02,1.1193e-01,1.2906e-01,1.4540e-01,1.6094e-01,1.7570e-01,1.8973e-01,2.0306e-01,2.1574e-01,2.2783e-01,2.3938e-01,2.5043e-01,2.6103e-01,2.7123e-01,2.8107e-01,2.9060e-01,2.9985e-01,3.0886e-01,3.1766e-01,3.2627e-01,3.3472e-01,3.4304e-01,3.5124e-01,3.5933e-01,3.6733e-01,3.7524e-01,3.8308e-01,3.9084e-01,3.9854e-01,4.0617e-01,4.1374e-01,4.2124e-01,4.2866e-01,4.3602e-01,4.4330e-01,4.5050e-01,4.5762e-01,4.6465e-01,4.7158e-01,4.7843e-01,4.8516e-01,4.9180e-01,4.9832e-01,5.0473e-01,5.1103e-01,5.1720e-01,5.2325e-01,5.2918e-01,5.3498e-01,5.4065e-01,5.4619e-01,5.5159e-01,5.5687e-01,5.6201e-01,5.6701e-01,5.7189e-01,5.7663e-01,5.8124e-01,5.8571e-01,5.9006e-01,5.9428e-01,5.9838e-01,6.0235e-01,6.0619e-01,6.0992e-01,6.1353e-01,6.1702e-01,6.2040e-01,6.2367e-01,6.2683e-01,6.2988e-01,6.3284e-01,6.3569e-01,6.3844e-01,6.4110e-01,6.4367e-01,6.4615e-01,6.4855e-01,6.5086e-01,6.5309e-01,6.5524e-01,6.5731e-01,6.5931e-01,6.6124e-01
-1.1889e-02,-4.2233e-02,-7.6678e-02,-1.0568e-01,-1.2093e-01,-1.2099e-01,-1.1046e-01,-9.5119e-02,-7.8516e-02,-6.1719e-02,-4.4549e-02,-2.6582e-02,-7.6322e-03,1.2162e-02,3.2434e-02,5.2745e-02,7.2707e-02,9.2037e-02,1.1057e-01,1.2822e-01,1.4498e-01,1.6086e-01,1.7590e-01,1.9015e-01,2.0367e-01,2.1649e-01,2.2868e-01,2.4029e-01,2.5138e-01,2.6198e-01,2.7216e-01,2.8196e-01,2.9142e-01,3.0058e-01,3.0948e-01,3.1816e-01,3.2664e-01,3.3496e-01,3.4313e-01,3.5118e-01,3.5912e-01,3.6698e-01,3.7475e-01,3.8245e-01,3.9009e-01,3.9767e-01,4.0519e-01,4.1266e-01,4.2007e-01,4.2742e-01,4.3471e-01,4.4194e-01,4.4909e-01,4.5618e-01,4.6319e-01,4.7011e-01,4.7695e-01,4.8369e-01,4.9033e-01,4.9688e-01,5.0331e-01,5.0963e-01,5.1584e-01,5.2192e-01,5.2789e-01,5.3373e-01,5.3944e-01,5.4502e-01,5.5047e-01,5.5579e-01,5.6098e-01,5.6603e-01,5.7095e-01,5.7573e-01,5.8038e-01,5.8490e-01,5.8930e-01,5.9356e-01,5.9769e-01,6.0170e-01,6.0558e-01,6.0934e-01,6.1299e-01,6.1651e-01,6.1992e-01,6.2322e-01,6.2641e-01,6.2950e-01,6.3248e-01,6.3536e-01,6.3814e-01,6.4082e-01,6.4341e-01,6.4592e-01,6.4833e-01,6.5066e-01,6.5291e-01,6.5508e-01,6.5717e-01,6.5918e-01
-3.7101e-03,-2.6478e-02,-5.7278e-02,-9.1474e-02,-1.1947e-01,-1.3334e-01,-1.3234e-01,-1.2148e-01,-1.0629e-01,-8.9712e-02,-7.2426e-02,-5.4230e-02,-3.4895e-02,-1.4463e-02,6.7529e-03,2.8285e-02,4.9659e-02,7.0490e-02,9.0521e-02,1.0961e-01,1.2772e-01,1.4484e-01,1.6101e-01,1.7629e-01,1.9073e-01,2.0439e-01,2.1732e-01,2.2959e-01,2.4124e-01,2.5234e-01,2.6293e-01,2.7307e-01,2.8280e-01,2.9218e-01,3.0124e-01,3.1003e-01,3.1858e-01,3.2692e-01,3.3509e-01,3.4312e-01,3.5101e-01,3.5881e-01,3.6651e-01,3.7414e-01,3.8171e-01,3.8921e-01,3.9667e-01,4.0408e-01,4.1145e-01,4.1877e-01,4.2605e-01,4.3327e-01,4.4044e-01,4.4756e-01,4.5461e-01,4.6160e-01,4.6851e-01,4.7534e-01,4.8209e-01,4.8874e-01,4.9530e-01,5.0176e-01,5.0811e-01,5.1435e-01,5.2048e-01,5.2648e-01,5.3236e-01,5.3812e-01,5.4375e-01,5.4925e-01,5.5461e-01,5.5985e-01,5.6495e-01,5.6991e-01,5.7475e-01,5.7945e-01,5.8401e-01,5.8845e-01,5.9275e-01,5.9693e-01,6.0098e-01,6.0490e-01,6.0870e-01,6.1238e-01,6.1594e-01,6.1939e-01,6.2272e-01,6.2594e-01,6.2906e-01,6.3207e-01,6.3498e-01,6.3778e-01,6.4049e-01,6.4311e-01,6.4563e-01,6.4807e-01,6.5042e-01,6.5269e-01,6.5488e-01,6.5699e-01
-1.7673e-03,-1.8270e-02,-4.1516e-02,-7.2293e-02,-1.0601e-01,-1.3302e-01,-1.4565e-01,-1.4370e-01,-1.3246e-01,-1.1719e-01,-1.0031e-01,-8.2218e-02,-6.2794e-02,-4.2015e-02,-2.0122e-02,2.4307e-03,2.5109e-02,4.7425e-02,6.9009e-02,8.9636e-02,1.0920e-01,1.2767e-01,1.4509e-01,1.6149e-01,1.7695e-01,1.9153e-01,2.0529e-01,2.1830e-01,2.3060e-01,2.4227e-01,2.5335e-01,2.6391e-01,2.7399e-01,2.8364e-01,2.9292e-01,3.0187e-01,3.1053e-01,3.1894e-01,3.2714e-01,3.3516e-01,3.4303e-01,3.5078e-01,3.5841e-01,3.6597e-01,3.7345e-01,3.8088e-01,3.8825e-01,3.9559e-01,4.0289e-01,4.1015e-01,4.1738e-01,4.2457e-01,4.3173e-01,4.3885e-01,4.4592e-01,4.5294e-01,4.5990e-01,4.6680e-01,4.7363e-01,4.8038e-01,4.8705e-01,4.9363e-01,5.0011e-01,5.0649e-01,5.1277e-01,5.1893e-01,5.2498e-01,5.3090e-01,5.3671e-01,5.4238e-01,5.4793e-01,5.5335e-01,5.5863e-01,5.6378e-01,5.6880e-01,5.7368e-01,5.7843e-01,5.8304e-01,5.8753e-01,5.9188e-01,5.9610e-01,6.0019e-01,6.0416e-01,6.0800e-01,6.1172e-01,6.1532e-01,6.1880e-01,6.2217e-01,6.2542e-01,6.2857e-01,6.3161e-01,6.3455e-01,6.3738e-01,6.4012e-01,6.4276e-01,6.4531e-01,6.4777e-01,6.5014e-01,6.5243e-01,6.5464e-01
-2.8266e-03,-1.6299e-02,-3.3487e-02,-5.6746e-02,-8.7136e-02,-1.2021e-01,-1.4628e-01,-1.5775e-01,-1.5483e-01,-1.4306e-01,-1.2743e-01,-1.0990e-01,-9.0751e-02,-6.9961e-02,-4.7716e-02,-2.4429e-02,-6.5302e-04,2.3037e-02,4.6158e-02,6.8368e-02,8.9476e-02,1.0941e-01,1.2816e-01,1.4579e-01,1.6236e-01,1.7794e-01,1.9261e-01,2.0643e-01,2.1946e-01,2.3177e-01,2.4341e-01,2.5445e-01,2.6495e-01,2.7495e-01,2.8450e-01,2.9367e-01,3.0250e-01,3.1102e-01,3.1929e-01,3.2734e-01,3.3520e-01,3.4291e-01,3.5050e-01,3.5798e-01,3.6538e-01,3.7271e-01,3.7999e-01,3.8723e-01,3.9444e-01,4.0163e-01,4.0879e-01,4.1592e-01,4.2304e-01,4.3013e-01,4.3718e-01,4.4421e-01,4.5119e-01,4.5813e-01,4.6501e-01,4.7184e-01,4.7859e-01,4.8527e-01,4.9187e-01,4.9838e-01,5.0479e-01,5.1110e-01,5.1730e-01,5.2339e-01,5.2936e-01,5.3521e-01,5.4094e-01,5.4654e-01,5.5201e-01,5.5734e-01,5.6254e-01,5.6761e-01,5.7255e-01,5.7735e-01,5.8201e-01,5.8654e-01,5.9094e-01,5.9521e-01,5.9935e-01,6.0336e-01,6.0724e-01,6.1100e-01,6.1464e-01,6.1816e-01,6.2157e-01,6.2486e-01,6.2804e-01,6.3111e-01,6.3408e-01,6.3694e-01,6.3971e-01,6.4238e-01,6.4495e-01,6.4744e-01,6.4983e-01,6.5214e-01
-3.9708e-03,-1.6815e-02,-3.1426e-02,-4.8946e-02,-7.1854e-02,-1.0161e-01,-1.3399e-01,-1.5913e-01,-1.6943e-01,-1.6543e-01,-1.5291e-01,-1.3660e-01,-1.1815e-01,-9.7749e-02,-7.5526e-02,-5.1851e-02,-2.7274e-02,-2.4175e-03,2.2133e-02,4.5912e-02,6.8615e-02,9.0086e-02,1.1028e-01,1.2923e-01,1.4699e-01,1.6365e-01,1.7929e-01,1.9398e-01,2.0780e-01,2.2082e-01,2.3309e-01,2.4468e-01,2.5565e-01,2.6606e-01,2.7596e-01,2.8540e-01,2.9445e-01,3.0314e-01,3.1152e-01,3.1963e-01,3.2753e-01,3.3523e-01,3.4278e-01,3.5020e-01,3.5752e-01,3.6477e-01,3.7195e-01,3.7909e-01,3.8619e-01,3.9327e-01,4.0034e-01,4.0739e-01,4.1443e-01,4.2146e-01,4.2848e-01,4.3547e-01,4.4245e-01,4.4940e-01,4.5631e-01,4.6317e-01,4.6999e-01,4.7674e-01,4.8343e-01,4.9005e-01,4.9658e-01,5.0302e-01,5.0936e-01,5.1561e-01,5.2174e-01,5.2776e-01,5.3365e-01,5.3943e-01,5.4508e-01,5.5060e-01,5.5599e-01,5.6125e-01,5.6637e-01,5.7135e-01,5.7621e-01,5.8092e-01,5.8550e-01,5.8995e-01,5.9427e-01,5.9845e-01,6.0251e-01,6.0643e-01,6.1024e-01,6.1392e-01,6.1748e-01,6.2092e-01,6.2425e-01,6.2746e-01,6.3057e-01,6.3357e-01,6.3646e-01,6.3926e-01,6.4195e-01,6.4455e-01,6.4706e-01,6.4948e-01
-3.5793e-03,-1.6703e-02,-3.1136e-02,-4.6634e-02,-6.4192e-02,-8.6495e-02,-1.1548e-01,-1.4714e-01,-1.7137e-01,-1.8044e-01,-1.7519e-01,-1.6165e-01,-1.4439e-01,-1.2479e-01,-1.0303e-01,-7.9374e-02,-5.4360e-02,-2.8633e-02,-2.8561e-03,2.2393e-02,4.6683e-02,6.9745e-02,9.1462e-02,1.1182e-01,1.3086e-01,1.4868e-01,1.6536e-01,1.8099e-01,1.9566e-01,2.0943e-01,2.2238e-01,2.3458e-01,2.4609e-01,2.5696e-01,2.6726e-01,2.7704e-01,2.8636e-01,2.9526e-01,3.0381e-01,3.1204e-01,3.2000e-01,3.2773e-01,3.3527e-01,3.4266e-01,3.4991e-01,3.5707e-01,3.6416e-01,3.7119e-01,3.7818e-01,3.8515e-01,3.9210e-01,3.9905e-01,4.0599e-01,4.1293e-01,4.1987e-01,4.2681e-01,4.3375e-01,4.4067e-01,4.4757e-01,4.5445e-01,4.6130e-01,4.6811e-01,4.7486e-01,4.8156e-01,4.8819e-01,4.9474e-01,5.0121e-01,5.0758e-01,5.1386e-01,5.2004e-01,5.2610e-01,5.3205e-01,5.3787e-01,5.4357e-01,5.4915e-01,5.5459e-01,5.5990e-01,5.6507e-01,5.7011e-01,5.7502e-01,5.7979e-01,5.8442e-01,5.8892e-01,5.9328e-01,5.9751e-01,6.0161e-01,6.0558e-01,6.0943e-01,6.1315e-01,6.1675e-01,6.2023e-01,6.2360e-01,6.2685e-01,6.2999e-01,6.3302e-01,6.3595e-01,6.3877e-01,6.4150e-01,6.4413e-01,6.4666e-01
